time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z,rv_w,rv_x,rv_y,rv_z
88183963789275,1.1087742,1.0390832,10.440185,-0.03940078,0.07269291,-0.23793183,-15.275001,32.6125,-51.6375,0.99301744,0.10511885,-0.040795784,-0.034672484
88184003806514,1.1853445,1.1395818,10.283454,0.20616686,-0.077121675,-0.30986115,-15.175,32.575,-51.65,0.9925563,0.10845176,-0.040594205,-0.037713997
88184036351775,1.6366907,1.3037893,10.106087,0.082161315,-0.21288638,-0.4459313,-15.35,32.6125,-51.662502,0.9921224,0.10800195,-0.04457088,-0.045190092
88184064477556,1.5535401,0.8258229,12.0640135,-0.3280344,-0.2997819,-0.5707004,-15.525001,32.6125,-51.5875,0.9920437,0.10471812,-0.04677858,-0.051915918
88184084186254,1.0486546,0.40707895,12.652947,-0.35384342,-0.07498365,-0.539699,-15.75,32.600002,-51.5,0.991922,0.10128158,-0.046894386,-0.060280245
88184115703962,0.73788667,0.46301118,11.854342,-0.15851942,0.18096869,-0.3666716,-16.25,32.625,-51.5625,0.99153715,0.10210333,-0.042087182,-0.068246804
88184141071254,1.4548361,1.1877373,8.546864,0.33902994,0.18463388,-0.2698495,-16.5375,32.662502,-51.5125,0.99123114,0.105808206,-0.04036801,-0.068087116
88184164784066,2.1098714,1.5544374,7.9657063,0.26053384,-0.114689864,-0.43417215,-16.7875,32.675,-51.350002,0.9908836,0.10785387,-0.04127908,-0.06937815
88184186528181,2.4074786,1.2164512,8.555239,-0.09987639,-0.28069237,-0.69363695,-17.075,32.65,-51.25,0.99050355,0.10588444,-0.04309376,-0.07638169
88184209769223,2.0147567,0.6011967,9.542277,-0.7866411,0.04092794,-0.7840449,-17.625,32.65,-51.2375,0.99018526,0.1001859,-0.043688215,-0.08710536
88184231175993,1.2664014,-0.10887343,10.177871,-0.8019127,0.2706131,-0.48991355,-17.8875,32.6875,-51.2375,0.9900255,0.09230356,-0.04135644,-0.0980774
88184251943598,0.6619146,-0.46091747,10.076775,-0.58245957,0.2669479,-0.09086613,-18.1625,32.787502,-51.037502,0.99022657,0.08509886,-0.03749646,-0.10394042
88184280787295,1.5789639,0.97806627,9.280264,-0.25977024,0.12904519,0.12583815,-18.425001,32.912502,-50.7625,0.9912735,0.07933312,-0.034087576,-0.099604584
88184300538910,2.0724835,1.6890336,8.860622,-0.014508039,-0.07391464,0.09086613,-18.675001,33.05,-50.4875,0.99151725,0.079665355,-0.035567738,-0.09634271
88184320987816,2.2680967,2.115255,8.710174,0.07299834,-0.29107708,-0.100181825,-18.9,33.2125,-50.2625,0.9914002,0.08005709,-0.038733047,-0.09600161
88184347642295,2.1191435,1.9549361,8.785847,-0.11300998,-0.38805184,-0.6201805,-19.2125,33.5625,-49.8375,0.9908664,0.079320535,-0.04248959,-0.100432195
88184369591098,0.62452674,0.7265208,9.183354,-0.2037234,-0.26465717,-0.64751667,-19.425001,33.7125,-49.6375,0.99005556,0.07753887,-0.045186635,-0.10833265
88184404561306,-0.010468599,0.63529444,9.296714,-0.23350306,0.011911863,-0.30787584,-19.95,33.850002,-49.425,0.9887387,0.0727748,-0.046493247,-0.12222085
88184444614535,0.6008976,1.3366905,9.258429,-0.20998476,0.07315106,-0.04963276,-20.487501,33.9,-49.475002,0.9886485,0.06765372,-0.04412449,-0.12668917
88184464612243,0.7618149,1.4703895,9.675379,-0.25014913,0.0151189035,-0.025809037,-20.75,34.0,-49.475002,0.9888772,0.06523903,-0.043817636,-0.12627701
88184501553493,0.5617151,1.4919249,11.311471,-0.17333288,-0.13607013,0.05177079,-21.237501,34.162502,-49.287502,0.98926497,0.06095124,-0.045652833,-0.12472248
88184522194066,0.40917268,1.3124632,11.75534,0.047189303,-0.102014415,0.16447534,-21.362501,34.25,-49.125,0.9893032,0.06171557,-0.04676504,-0.123626254
88184560987608,1.2765709,2.1454647,10.759925,0.4896081,0.006872229,0.5242747,-21.4,34.475002,-48.8625,0.98981684,0.06987382,-0.04857524,-0.11410819
88184582967816,1.9184456,2.6009982,11.105988,0.44394597,-0.07880156,0.47128218,-21.325,34.5125,-48.825,0.9900378,0.07324381,-0.050092872,-0.10932172
88184603414900,1.707279,2.5468607,11.938689,0.2952004,-0.065667965,0.28252497,-21.25,34.5,-48.8625,0.99004054,0.0754192,-0.050860856,-0.10744691
88184634242087,1.0929217,1.939981,12.270394,0.18952079,0.07513637,0.09453133,-21.075,34.3375,-49.075,0.9899859,0.07896496,-0.05018604,-0.10570662
88184656851670,0.2653042,1.2406785,12.47857,0.2677115,0.10583232,0.24541493,-20.9625,34.2375,-49.2,0.9900909,0.08208972,-0.04985941,-0.102446884
88184681461097,0.2976073,1.1676974,11.19841,0.40958482,0.028405212,0.4969385,-20.8125,34.1125,-49.325,0.99041873,0.08603048,-0.051355347,-0.09503792
88184701833441,1.8535402,1.0591232,10.450055,0.45234537,-0.2035707,0.48777553,-20.612501,33.95,-49.5,0.9904918,0.08938215,-0.05479475,-0.0890752
88184722217191,1.9821545,0.87248296,10.406984,0.22617269,-0.3376555,0.22204934,-20.4375,33.775,-49.662502,0.9904139,0.08886098,-0.058227155,-0.088281564
88184742338493,1.1659029,0.36430725,11.036296,-0.23441936,-0.32788166,0.00763581,-20.3125,33.625,-49.7625,0.9904695,0.08393815,-0.060142525,-0.091145344
88184777248545,-1.0145568,-1.4958133,11.438589,-0.55787224,0.20112723,0.39538223,-20.2,33.55,-49.662502,0.99169695,0.07383337,-0.056787368,-0.08866213
88184800246202,-1.0785648,-1.1874382,10.522438,0.45509425,0.14874557,1.3652828,-20.1,33.625,-49.65,0.9926348,0.07593235,-0.05596348,-0.076017074
88184828971983,0.56859446,1.242174,8.946465,0.9129374,-0.13377939,1.434616,-19.5875,33.8,-49.662502,0.9931503,0.08316635,-0.057925418,-0.058142386
88184849787764,1.6806588,2.2223341,8.426624,1.1021528,-0.3735438,1.1673626,-19.300001,33.8625,-49.6875,0.9928534,0.09261453,-0.06220306,-0.04237282
88184870116618,2.1352952,2.3545375,8.157132,0.97463477,-0.45280352,0.6727148,-18.925001,33.8375,-49.825,0.9919433,0.10226746,-0.067668475,-0.03179387
88184905242764,0.7007979,0.6152545,7.9130645,0.285732,-0.09025527,0.045814857,-18.2125,33.6125,-50.3625,0.9905539,0.11174629,-0.07338284,-0.030507322
88184945031045,0.4322036,0.29461628,7.9501534,-0.010995566,0.30421066,0.23472479,-17.5,33.0875,-50.9,0.9906704,0.1122281,-0.07061701,-0.031469055
88184965111670,0.6939186,0.74147594,7.972586,-0.077121675,0.38927358,0.3025308,-17.2,32.775,-51.225002,0.9913181,0.11065524,-0.065519355,-0.02740526
88184985569014,0.9089735,0.9693923,8.182556,-0.13301581,0.3764454,0.2538143,-17.0125,32.525,-51.575,0.9917927,0.109090365,-0.06218437,-0.024076339
88185019406149,0.92632145,1.0334003,8.837891,-0.064140804,0.16630794,0.066431545,-16.675001,32.3,-51.7625,0.99220955,0.10812874,-0.058688916,-0.019598655
88185061143129,1.3121641,1.1949158,8.904889,0.20693044,0.12293654,-0.10506874,-16.275,32.3125,-51.775,0.9919223,0.11171962,-0.056030143,-0.021668771
88185082658754,1.3372887,1.0588241,8.595617,0.16523892,0.19318599,-0.22372922,-16.0125,32.287502,-51.8375,0.9919107,0.11247413,-0.053566758,-0.024358457
88185102046931,1.1964114,0.7609176,8.611469,-0.010690134,0.20616686,-0.30680683,-15.8,32.275,-51.8375,0.99208945,0.11139389,-0.051452454,-0.026506128
88185122215420,0.9661021,0.71665037,9.310174,-0.23090689,0.092087865,-0.30207264,-15.650001,32.275,-51.725002,0.99234396,0.1091525,-0.049905267,-0.029133406
88185159561566,1.7362919,1.2035898,10.43809,-0.11117739,-0.07574723,-0.51068294,-15.5375,32.325,-51.7,0.99250907,0.10658493,-0.048708044,-0.03453921
88185182348753,2.0949163,1.1659029,10.787144,-0.14645483,-0.19089524,-0.7002038,-15.5625,32.350002,-51.75,0.99241257,0.105508864,-0.04937499,-0.039335065
88185202541514,1.8367904,0.9062816,11.29861,-0.1913534,-0.21914774,-0.7841977,-15.650001,32.375,-51.775,0.99219155,0.10385594,-0.050721645,-0.046874363
88185238639639,0.43280178,0.33379877,12.680763,0.1357647,0.37827802,-0.4677697,-16.050001,32.5125,-51.725002,0.9912651,0.10386247,-0.04741375,-0.066015214
88185279278181,0.9765707,0.81655073,8.903693,0.19089524,0.3848448,-0.29458955,-16.5625,32.625,-51.75,0.9908541,0.10956047,-0.037470814,-0.069286816
88185299907035,1.8346968,1.7117655,7.320542,-0.34926194,0.011759147,-0.6533199,-16.7875,32.600002,-51.6875,0.9910874,0.10679597,-0.035807617,-0.07112123
88185320432712,2.3784657,2.1224337,7.734201,-1.129489,-0.17837252,-1.0798562,-16.975,32.537502,-51.55,0.99141306,0.096580535,-0.035506308,-0.08069466
88185349766201,0.5623133,-0.33589247,11.522637,-1.6270384,-0.0858265,-1.1484258,-17.487501,32.65,-51.3,0.99163675,0.08054661,-0.03410899,-0.09489693
88185370059170,-0.16121642,-1.631606,12.316755,-1.498604,0.15042545,-0.78862643,-17.737501,32.8875,-51.0875,0.991663,0.06609169,-0.030690672,-0.10627572
88185390550108,-0.3397808,-1.646561,12.046965,-0.8620829,0.2849684,-0.18707734,-17.95,33.225002,-50.787502,0.99186575,0.058821175,-0.027212648,-0.10955334
88185410593545,0.15613168,-0.5195416,11.072488,-0.02932151,0.26816964,0.35537058,-18.112501,33.6125,-50.4,0.99236983,0.059508994,-0.024908327,-0.1050734
88185446942451,1.730908,1.9414765,8.173583,0.85612696,-0.32864526,0.03573559,-18.237501,34.2625,-49.9375,0.99272114,0.07636764,-0.027153444,-0.08908106
88185467463389,1.9962122,2.4335005,7.045666,0.33414304,-0.5203041,-0.42729992,-18.3375,34.5,-49.850002,0.9922529,0.083819024,-0.031181738,-0.08623367
88185487453128,1.6674982,1.7279171,7.0764737,-0.2999346,-0.52763444,-0.6539307,-18.4625,34.6375,-49.675,0.99133646,0.0837074,-0.038111556,-0.09376867
88185522651097,0.599103,0.095413804,9.473185,-0.92103136,-0.10583232,-0.38896814,-18.7625,34.5625,-49.425,0.99051934,0.0670695,-0.04237317,-0.112150066
88185542431878,0.4226323,-0.33559337,10.486844,-0.7354812,0.16416991,-0.07284562,-18.975,34.475002,-49.4,0.9905059,0.05936421,-0.04027451,-0.117268786
88185565711878,0.46660042,-0.13519448,10.552946,-0.40149087,0.22098033,0.15989386,-19.2,34.4,-49.350002,0.9909931,0.0552152,-0.037749935,-0.11601266
88185585712712,1.0860424,0.6765706,10.14826,-0.13622284,0.12538,0.13530655,-19.487501,34.4375,-49.162502,0.99147683,0.053764872,-0.03616723,-0.113026366
88185605935055,1.4174483,1.2852448,9.592826,-0.03252855,-0.093309596,0.0021380268,-19.737501,34.5625,-48.925,0.99182564,0.05330491,-0.036675174,-0.1099796
88185639897816,0.5371887,0.87966144,9.603594,0.04535671,-0.47097674,0.17486005,-20.175001,35.025,-48.4625,0.99198174,0.052697204,-0.044123817,-0.10605831
88185665695524,0.47706902,0.78783685,10.093524,0.17867795,-0.535423,0.42226028,-20.2625,35.2625,-48.275,0.99203515,0.05363223,-0.04992974,-0.10245438
88185685763389,1.6133606,1.7455641,11.244771,0.3394881,-0.5061015,0.5868883,-20.3375,35.4375,-48.100002,0.99208957,0.05606856,-0.05535549,-0.09772619
88185705455732,2.254338,2.35364,11.509776,0.4575377,-0.46334094,0.61055934,-20.3375,35.5125,-48.0125,0.9921195,0.059799504,-0.0607005,-0.09186081
88185741732087,2.539383,2.216352,11.823834,0.59925836,-0.37125307,0.20021093,-20.35,35.4875,-48.1875,0.9915133,0.06972374,-0.069614656,-0.08481621
88185769155107,1.9178474,1.602892,11.543874,0.67592186,-0.2930624,-0.046883874,-20.5,35.1875,-48.412502,0.990749,0.076289356,-0.07288507,-0.08534732
88185800151201,0.23509483,0.6367899,11.593525,0.46150833,-0.23564109,-0.27183482,-20.65,34.95,-48.5,0.98910123,0.08596732,-0.07810611,-0.09048647
88185820180107,-0.042771704,0.19381863,11.849257,0.22296564,-0.1375973,-0.09666935,-20.800001,34.65,-48.625,0.9886424,0.08731416,-0.07955464,-0.0929166
88185849831514,0.15433706,-0.0,11.897114,0.04459313,0.1924224,0.41202828,-21.075,34.037502,-49.0625,0.98859185,0.087242536,-0.07933716,-0.09370461
88185869477347,0.7088737,0.014356935,10.700105,0.10476331,0.21426082,0.5561924,-21.1875,33.775,-49.2125,0.9890084,0.08752816,-0.077859335,-0.0902169
88185905883441,1.7407784,0.5554339,8.816355,-0.23365578,0.014355322,0.32971427,-21.237501,33.375,-49.600002,0.99016196,0.087618425,-0.07604246,-0.07822926
88185938958962,0.18305093,-0.0948156,9.431909,-0.45005462,0.009162972,0.27382013,-20.987501,33.3,-49.725002,0.99130285,0.07924113,-0.07577421,-0.07278595
88185966622399,-0.60777694,-0.38554356,9.535697,-0.13362667,-0.099418245,0.61361367,-20.7875,33.4375,-49.8,0.9918423,0.075905755,-0.07641056,-0.06818084
88185986592086,-0.63888365,-0.2009971,9.312567,0.13041963,-0.22999059,0.7475458,-20.5125,33.65,-49.875,0.9922241,0.075347744,-0.07851276,-0.060414076
88186017837816,0.35114673,0.72293156,9.294023,0.2629773,-0.27305657,0.7973313,-20.0,34.0625,-49.65,0.99225956,0.079027966,-0.08611773,-0.041944075
88186057571982,1.0307083,0.779462,9.326923,0.1357647,-0.03924806,0.72921985,-19.487501,34.3875,-49.6375,0.992615,0.07937199,-0.08647112,-0.030632108
88186084355107,1.2936198,0.7797611,8.926425,0.11178826,0.16859868,0.71165746,-19.2125,34.525,-49.662502,0.99285316,0.079979256,-0.08540072,-0.023507966
88186117493961,1.6184454,1.0872388,8.886046,0.25885394,0.05574141,0.5907062,-18.45,34.6375,-49.875,0.99284446,0.0836627,-0.08472269,-0.009083376
88186137269326,2.0255244,1.4452649,9.0849495,0.28221953,0.00763581,0.42607817,-18.025,34.600002,-49.95,0.99265623,0.086023465,-0.08494392,-0.004253235
88186162097764,2.614757,1.4506488,9.772886,0.27672175,0.023060145,0.23411393,-17.5875,34.537502,-50.2125,0.9924757,0.08843807,-0.08464659,-0.0023983014
88186184287503,2.664109,1.2637094,9.983455,0.2695441,0.12202024,0.06352994,-17.2125,34.4625,-50.412502,0.99237174,0.09093714,-0.08319869,-0.0026038487
88186204610159,2.6135604,1.0256236,9.952946,0.27763805,0.2328922,-0.0736092,-16.862501,34.375,-50.537502,0.9923301,0.09357221,-0.08070214,-0.0035316104
88186236817711,2.5064816,0.74177504,9.741181,0.30543238,0.32238388,-0.22739442,-16.2875,34.175,-50.7125,0.9922257,0.09978148,-0.07403411,-0.007123093
88186274569274,2.2552354,0.7304091,9.384352,0.33353218,0.22937973,-0.27091852,-15.875,33.850002,-50.95,0.991866,0.10654278,-0.06900235,-0.009446855
88186300826878,2.4505496,1.402194,9.34457,0.31169376,0.09086613,-0.3478875,-15.75,33.6375,-50.9875,0.9915833,0.109435745,-0.068271905,-0.0111972485
88186320865107,2.8785655,1.5239289,9.757631,0.2083049,-0.05986475,-0.52961975,-15.675,33.375,-51.05,0.9913417,0.11094056,-0.06844466,-0.015784876
88186341924795,2.3177478,1.0190433,10.425529,0.0067195124,-0.14950916,-0.7973313,-15.6625,33.125,-51.2375,0.99119717,0.11039449,-0.069112286,-0.023764554
88186371317086,0.10289137,0.08973085,11.616556,-0.14309508,-0.19639303,-0.69073534,-15.8,32.6875,-51.6125,0.99102247,0.10894152,-0.07030795,-0.032605577
88186403959118,0.613759,0.47886363,11.277971,0.058032155,-0.11270455,-0.25595233,-16.3125,32.3125,-51.8,0.9904145,0.110547796,-0.07253678,-0.03995878
88186437909534,3.5198421,2.1870399,9.189935,0.38133234,-0.07864884,0.016340632,-16.625,32.15,-51.8375,0.98974603,0.115787536,-0.073915765,-0.039147094
88186467862659,3.9774694,2.306382,8.94467,-0.43890634,-0.12812889,-0.9602794,-17.300001,31.9625,-52.0875,0.9895723,0.1144935,-0.07430423,-0.046008363
88186489059482,2.0401804,0.76689965,9.646365,-1.0206023,0.0018325944,-1.41629,-17.6375,31.9625,-52.037502,0.98981386,0.10627291,-0.07275811,-0.06066993
88186525655003,-0.42831525,-1.5640087,10.337293,-0.95737785,0.20066908,-0.9810488,-18.4375,32.15,-51.7375,0.99005646,0.08616634,-0.066109724,-0.0894039
88186559251722,-0.36729828,-0.971486,10.109077,0.1933387,0.09407318,0.012217295,-19.175001,32.475002,-51.2125,0.99001306,0.08300216,-0.06304397,-0.09492229
88186586218961,1.5370895,1.4548361,8.520842,0.53328496,0.11026109,0.12339468,-19.487501,32.662502,-51.025,0.98977005,0.08809536,-0.062581964,-0.09315556
88186606208597,2.0336,2.4044876,7.7240314,0.4677697,0.091018856,-0.0051923506,-19.75,32.8125,-50.8875,0.98946315,0.0928566,-0.062118318,-0.092096046
88186642926045,1.7458632,1.9830518,7.872985,-0.3764454,0.08994984,-0.5583304,-20.1625,32.9875,-50.575,0.9891139,0.09047165,-0.059428312,-0.099683546
88186667377607,1.1608181,1.2517453,8.685348,-0.68890274,0.10827578,-0.66126114,-20.3375,33.037502,-50.425,0.98906904,0.08424497,-0.057242256,-0.10662309
88186687222607,0.9604192,0.9532407,9.561121,-0.74052083,0.10980295,-0.57390743,-20.4375,33.05,-50.325,0.98905873,0.077313796,-0.05492025,-0.113001384
88186716724222,1.5017953,1.4979069,10.26162,-0.29688028,0.2083049,-0.341168,-20.525,33.125,-50.325,0.9888844,0.070145406,-0.050116517,-0.12114302
88186741173232,1.4386846,1.8783658,9.866505,-0.107359484,0.23273948,-0.35292712,-20.6375,33.2125,-50.275,0.98868716,0.069629855,-0.04747845,-0.12407743
88186761761617,1.1273186,1.9028922,9.75494,-0.064140804,0.16264275,-0.39843655,-20.775,33.3375,-50.1125,0.9884404,0.06931509,-0.045647442,-0.12687528
88186797567190,0.061914288,1.3797613,10.480264,0.042760536,-0.015424335,-0.034666575,-21.112501,33.65,-49.875,0.9878812,0.06833626,-0.044540446,-0.13204962
88186820277920,-0.24017957,1.2397813,10.839786,0.2215912,-0.031917684,0.27397284,-21.225,33.775,-49.875,0.9878111,0.06904066,-0.044903297,-0.1320846
88186857734169,0.4863412,2.134697,10.470693,0.5215258,-0.22082762,0.6093376,-21.4375,33.8625,-49.912502,0.9884599,0.075506486,-0.048192117,-0.12216104
88186885573284,1.3007982,2.565405,10.220942,0.46364638,-0.37797257,0.4958695,-21.5375,33.75,-49.8875,0.98884153,0.079976834,-0.051962107,-0.11443817
88186906499222,1.4234303,2.6919255,11.806187,0.32986698,-0.40393433,0.2932151,-21.575,33.65,-49.875,0.9887861,0.08435977,-0.05876453,-0.108315304
88186944557919,-0.2321038,1.4344971,12.905988,0.2921461,-0.24572036,0.13652828,-21.550001,33.3375,-49.850002,0.9883573,0.08737737,-0.064151995,-0.106769115
88186968530784,-0.37776688,1.2816557,12.068799,0.4696023,-0.022907428,0.33307403,-21.5,33.15,-49.875,0.9879085,0.0902902,-0.06635406,-0.10715263
88186989029274,0.08973085,1.6561323,10.916356,0.56398094,0.026267186,0.46364638,-21.3875,32.9375,-49.9375,0.98773175,0.09529893,-0.067096606,-0.10393376
88187023245315,-0.14416756,1.2224332,9.040981,0.30604327,-0.126449,0.24953826,-21.225,32.4875,-50.2,0.98771626,0.10318351,-0.069082424,-0.09485492
88187064192034,1.2996018,-0.10468599,8.464311,0.30054548,-0.36285368,0.40561423,-21.1625,32.075,-50.725002,0.98731464,0.10915612,-0.07795525,-0.08495743
88187085539117,1.3091731,0.20249261,8.75444,0.061239194,-0.2498437,0.41095927,-21.112501,31.9125,-50.9625,0.9873225,0.108409986,-0.08073417,-0.08320791
88187105162919,0.72771716,0.16600206,9.042477,-0.3035998,-0.098196514,0.38148504,-21.0625,31.800001,-51.1125,0.9878621,0.10407151,-0.08175777,-0.08132174
88187125768492,0.15553348,-0.05503492,9.583255,-0.5045743,0.03970621,0.47280934,-21.0375,31.775,-51.125,0.9886298,0.098547116,-0.081843026,-0.0787485
88187162285419,0.23868406,-0.22342981,9.839287,-0.14370593,9.162972E-4,0.56627166,-20.9,31.975,-51.125,0.9901834,0.09015577,-0.08152954,-0.06900537
88187185635888,0.41665024,-0.06011967,9.839885,0.022296565,0.0024434591,0.57650363,-20.8125,32.162502,-51.075,0.99062526,0.08896489,-0.08198364,-0.063447446
88187205733805,0.52193445,0.1486541,9.636495,0.116522454,0.035582874,0.6046034,-20.6875,32.3625,-50.925,0.99092937,0.0890148,-0.08248956,-0.057714093
88187235881930,1.0785648,0.6729814,9.203992,0.12538,0.13087778,0.61071205,-20.1875,32.850002,-50.75,0.9914498,0.09014105,-0.08152003,-0.04750198
88187257828492,1.1730813,0.93320084,9.092726,0.07009673,0.22036947,0.57482374,-19.85,33.0625,-50.7625,0.9918434,0.0900998,-0.07952953,-0.042470995
88187279429638,1.0911272,1.0731809,8.943474,-0.015577052,0.17486005,0.42836893,-19.4625,33.2,-50.825,0.9922543,0.08979547,-0.07764842,-0.036590565
88187302465107,1.1778669,1.1231312,9.162417,0.010079269,0.07773254,0.3318523,-19.0875,33.3375,-50.850002,0.9925273,0.08950144,-0.07667396,-0.031626347
88187322670680,1.274178,1.1273186,9.58834,0.054366965,0.02367101,0.23243405,-18.725,33.412502,-50.9875,0.9926476,0.08965024,-0.07643991,-0.027759928
88187364877034,1.9420747,0.75702924,10.495219,0.101708986,0.08277218,0.00641408,-17.625,33.537502,-51.1375,0.9926313,0.09110396,-0.07582237,-0.025181718
88187386054273,1.8658035,0.59282184,10.703694,0.1036943,0.16722423,-0.10338886,-17.362501,33.5875,-51.2125,0.99261737,0.09207768,-0.0745294,-0.026035912
88187406286096,1.7407784,0.37746778,10.595119,0.1404989,0.27763805,-0.1574504,-17.1375,33.600002,-51.2625,0.9926216,0.093239106,-0.072184026,-0.028254729
88187441944430,1.7282162,0.9083753,9.513265,0.25717407,0.30726498,-0.22281294,-16.8125,33.525,-51.425,0.99254715,0.09800718,-0.0653326,-0.031248093
88187475745940,1.849951,0.55692947,10.080962,-0.017867794,0.080634154,-0.51068294,-16.675001,33.4375,-51.45,0.9923956,0.10071526,-0.06132147,-0.035315473
88187499466253,1.5335002,0.3364907,10.818251,-0.22296564,0.037110034,-0.558025,-16.5375,33.287502,-51.6125,0.9924304,0.0990638,-0.060240183,-0.04049019
88187521165367,1.2631112,0.22821546,11.879168,-0.33735007,0.08567379,-0.5027417,-16.5625,33.2125,-51.625,0.9925327,0.096096165,-0.0591104,-0.04637242
88187543646825,0.70169526,0.063110694,11.877074,0.101708986,0.573602,-0.047189303,-16.6,33.162502,-51.5625,0.99259776,0.09358997,-0.05592473,-0.053508032
88187564779378,0.33529428,0.5249255,10.299905,0.46089748,0.51648617,0.15286891,-16.6,33.125,-51.4,0.9926409,0.094341084,-0.050585885,-0.056611285
88187586374013,1.1365907,0.96550393,8.006085,0.60109097,0.086742796,0.08231403,-16.5125,33.05,-51.3625,0.9925542,0.101861805,-0.04459461,-0.049716346
88187606716878,2.2546372,1.713261,6.343672,0.35659233,-0.5552761,-0.3176497,-16.5,32.975002,-51.45,0.9922222,0.10731862,-0.04620067,-0.042934403
88187637932450,2.754438,1.5646069,8.014759,-0.107054055,-0.90575975,-0.7325796,-16.725,32.8125,-51.5,0.99121386,0.105392285,-0.060400754,-0.052338704
88187658162034,2.8833513,0.1268196,8.945567,-0.48426306,-0.80114913,-0.881936,-16.987501,32.725002,-51.6125,0.9907769,0.09869248,-0.06578424,-0.06552437
88187683857346,1.3890336,-0.9400802,10.535598,-0.8990402,-0.053603385,-0.5024363,-17.35,32.6875,-51.575,0.99051833,0.09025017,-0.06736623,-0.07867751
88187704522398,1.2203395,-0.59342,10.035797,-0.80466163,0.24098615,-0.0140498895,-17.7,32.7,-51.475002,0.9908069,0.08157933,-0.0650945,-0.086076796
88187736442867,1.7557336,0.2656033,9.705887,-0.5038107,0.239459,0.30955574,-18.487501,33.0,-51.25,0.992304,0.07279711,-0.060687732,-0.07968845
88187756207450,2.3377876,1.0725827,9.339486,-0.18249585,0.11423171,0.32879797,-18.862501,33.25,-50.9,0.9926879,0.07245837,-0.060742952,-0.07503919
88187794329690,2.2307088,1.9151554,8.733503,-0.20799945,-0.34712392,-0.47067133,-19.35,33.8125,-50.3875,0.9924661,0.07089375,-0.065195836,-0.07572769
88187820540940,0.74626154,0.613759,9.719048,-0.3584249,-0.2800815,-0.48517936,-19.5,34.1125,-50.025,0.9920252,0.06743874,-0.06767343,-0.082208894
88187858758752,0.6263213,0.93589276,9.827323,-0.32864526,0.0594066,-0.026267186,-19.675001,34.55,-49.525,0.99164784,0.06009543,-0.0679037,-0.091718525
88187889200055,1.1688938,1.6534405,9.831211,-0.2452622,-0.015729768,0.07956514,-19.9,34.8,-49.3,0.99194956,0.05727518,-0.067206,-0.090769194
88187922481357,1.2738789,1.9091734,10.552946,-0.23365578,-0.10140356,0.011148282,-20.2625,35.1125,-48.8125,0.99240965,0.052532516,-0.06780058,-0.088128
88187961136617,1.2167503,1.5245271,11.743076,-0.08918626,-0.22281294,0.13927718,-20.5,35.4375,-48.4375,0.992463,0.04929767,-0.07150696,-0.08645113
88187986959586,1.3866407,1.5508481,12.217752,0.32665995,-0.013744458,0.42943794,-20.5375,35.600002,-48.3625,0.99244463,0.04986628,-0.07317298,-0.0849276
88188020848752,1.8631115,1.9630119,11.898311,0.5198459,-0.0015271619,0.4648681,-20.487501,35.775,-48.275,0.9926122,0.05773887,-0.0744875,-0.07641251
88188041899221,1.4243277,1.9567307,12.072089,0.6534726,-0.08781181,0.34559676,-20.4125,35.75,-48.2625,0.9925001,0.064167894,-0.07615446,-0.07089795
88188066269429,-0.25842485,1.1267203,11.970694,1.0257946,-0.240528,0.33612835,-20.3875,35.6375,-48.375,0.99201375,0.072332196,-0.078768745,-0.066874705
88188087248961,-0.093918286,1.2430713,11.02164,1.2793036,-0.2037234,0.603229,-20.3125,35.4,-48.625,0.9912103,0.08244158,-0.08219032,-0.06285247
88188107338648,1.474577,1.4904294,9.512068,1.397964,-0.16584979,0.787252,-20.15,35.0125,-48.9625,0.98968834,0.10080894,-0.087041356,-0.052709784
88188143360679,2.001297,2.0410776,7.042675,0.5384773,-0.17195843,0.3686569,-19.7625,33.975002,-49.662502,0.98796564,0.11799786,-0.091896325,-0.03943948
88188164475315,1.3307085,1.1506486,8.015956,-0.28741187,-0.33918267,0.10384701,-19.6,33.412502,-49.9625,0.98803365,0.11618433,-0.09480935,-0.0360835
88188187478596,0.4142574,0.3822534,9.941879,-0.85750145,-0.36560258,0.042455103,-19.487501,32.925,-50.350002,0.988561,0.10826853,-0.09817816,-0.03723225
88188208181929,-0.18454644,-0.65682983,10.939387,-0.96425,-0.18738277,0.1924224,-19.475,32.575,-50.662502,0.98934305,0.098038346,-0.10027198,-0.03917145
88188236756721,-0.49950173,-1.1096715,11.051251,-0.29290965,0.12034036,0.9410372,-19.362501,32.375,-50.912502,0.99075997,0.08581534,-0.10030288,-0.031140612
88188262131877,0.9092726,0.35712877,9.7681,0.07589995,0.10399973,1.1084142,-19.237501,32.5125,-50.850002,0.99106723,0.08546971,-0.100319296,-0.02041423
88188294924013,1.6842481,1.1751751,9.307482,0.08796453,0.028710645,0.74097896,-18.800001,33.05,-50.65,0.99112666,0.086597346,-0.10083186,-0.0013702359
88188321006200,1.410868,0.61016977,9.19472,-0.074067354,0.077579826,0.48899725,-18.5375,33.412502,-50.5,0.9912968,0.08510394,-0.10038634,0.0032342875
88188355104846,1.2562319,0.22731815,9.100503,-0.04046979,0.14217877,0.5238165,-17.7625,34.0,-50.225002,0.99163765,0.08255438,-0.09847193,0.011952922
